Časovna Značka (CEST/CET);Poraba [kWh];Dinamične Cene [EUR/kWh]
2024-08-06T13:00:00+02:00;7,2;0,01053
2024-08-06T13:15:00+02:00;6,725;0,01053
2024-08-06T13:30:00+02:00;6,525;0,01053
2024-08-06T13:45:00+02:00;6,35;0,01053
2024-08-06T14:00:00+02:00;6,625;0,0139
2024-08-06T14:15:00+02:00;6,075;0,0139
2024-08-06T14:30:00+02:00;5,475;0,0139
2024-08-06T14:45:00+02:00;6,55;0,0139
2024-08-06T15:00:00+02:00;0,025;0,03492
2024-08-06T15:15:00+02:00;0;0,03492
2024-08-06T15:30:00+02:00;0;0,03492
2024-08-06T15:45:00+02:00;0;0,03492
2024-08-06T16:00:00+02:00;0;0,05427
2024-08-06T16:15:00+02:00;0;0,05427
2024-08-06T16:30:00+02:00;0;0,05427
2024-08-06T16:45:00+02:00;0;0,05427
2024-08-06T17:00:00+02:00;4,45;0,08742
2024-08-06T17:15:00+02:00;7,825;0,08742
2024-08-06T17:30:00+02:00;20,225;0,08742
2024-08-06T17:45:00+02:00;43,7;0,08742
2024-08-06T18:00:00+02:00;52,075;0,17164
2024-08-06T18:15:00+02:00;67,1;0,17164
2024-08-06T18:30:00+02:00;89,375;0,17164
2024-08-06T18:45:00+02:00;99,45;0,17164
2024-08-06T19:00:00+02:00;126,325;0,17969
2024-08-06T19:15:00+02:00;133,3;0,17969
2024-08-06T19:30:00+02:00;132,025;0,17969
2024-08-06T19:45:00+02:00;142,4;0,17969
2024-08-06T20:00:00+02:00;169,1675;0,24162
2024-08-06T20:15:00+02:00;164,8575;0,24162
2024-08-06T20:30:00+02:00;162,9575;0,24162
2024-08-06T20:45:00+02:00;163,38;0,24162
2024-08-06T21:00:00+02:00;161,255;0,17673
2024-08-06T21:15:00+02:00;168,105;0,17673
2024-08-06T21:30:00+02:00;163,88;0,17673
2024-08-06T21:45:00+02:00;160,73;0,17673
2024-08-06T22:00:00+02:00;153,48;0,12507
2024-08-06T22:15:00+02:00;150,255;0,12507
2024-08-06T22:30:00+02:00;148,08;0,12507
2024-08-06T22:45:00+02:00;139,155;0,12507
2024-08-06T23:00:00+02:00;129,88;0,09975
2024-08-06T23:15:00+02:00;113,28;0,09975
2024-08-06T23:30:00+02:00;100,0075;0,09975
2024-08-06T23:45:00+02:00;86,8075;0,09975
2024-08-07T00:00:00+02:00;86,0325;0,09091
2024-08-07T00:15:00+02:00;84,3325;0,09091
2024-08-07T00:30:00+02:00;83,1575;0,09091
2024-08-07T00:45:00+02:00;81,825;0,09091
2024-08-07T01:00:00+02:00;84,875;0,08263
2024-08-07T01:15:00+02:00;77,425;0,08263
2024-08-07T01:30:00+02:00;77,85;0,08263
2024-08-07T01:45:00+02:00;72,475;0,08263
2024-08-07T02:00:00+02:00;72,575;0,07875
2024-08-07T02:15:00+02:00;73,025;0,07875
2024-08-07T02:30:00+02:00;72,075;0,07875
2024-08-07T02:45:00+02:00;66,8;0,07875
2024-08-07T03:00:00+02:00;73,35;0,08238
2024-08-07T03:15:00+02:00;71,025;0,08238
2024-08-07T03:30:00+02:00;76,4;0,08238
2024-08-07T03:45:00+02:00;72,425;0,08238
2024-08-07T04:00:00+02:00;80,45;0,08555
2024-08-07T04:15:00+02:00;81,25;0,08555
2024-08-07T04:30:00+02:00;86,55;0,08555
2024-08-07T04:45:00+02:00;86,25;0,08555
2024-08-07T05:00:00+02:00;89,1;0,10316
2024-08-07T05:15:00+02:00;91,05;0,10316
2024-08-07T05:30:00+02:00;97,325;0,10316
2024-08-07T05:45:00+02:00;122,5325;0,10316
2024-08-07T06:00:00+02:00;172,87;0,12461
2024-08-07T06:15:00+02:00;179,8;0,12461
2024-08-07T06:30:00+02:00;169,425;0,12461
2024-08-07T06:45:00+02:00;161,925;0,12461
2024-08-07T07:00:00+02:00;152;0,12607
2024-08-07T07:15:00+02:00;134,25;0,12607
2024-08-07T07:30:00+02:00;116,6;0,12607
2024-08-07T07:45:00+02:00;96,15;0,12607
2024-08-07T08:00:00+02:00;75,125;0,10778
2024-08-07T08:15:00+02:00;55,275;0,10778
2024-08-07T08:30:00+02:00;47,125;0,10778
2024-08-07T08:45:00+02:00;44,475;0,10778
2024-08-07T09:00:00+02:00;25,075;0,08792
2024-08-07T09:15:00+02:00;14,675;0,08792
2024-08-07T09:30:00+02:00;18,1;0,08792
2024-08-07T09:45:00+02:00;33,75;0,08792
2024-08-07T10:00:00+02:00;14,825;0,0728
2024-08-07T10:15:00+02:00;13,75;0,0728
2024-08-07T10:30:00+02:00;7,35;0,0728
2024-08-07T10:45:00+02:00;0,05;0,0728
2024-08-07T11:00:00+02:00;0;0,06253
2024-08-07T11:15:00+02:00;0;0,06253
2024-08-07T11:30:00+02:00;1,075;0,06253
2024-08-07T11:45:00+02:00;0;0,06253
2024-08-07T12:00:00+02:00;0;0,04152
2024-08-07T12:15:00+02:00;0;0,04152
2024-08-07T12:30:00+02:00;0;0,04152
2024-08-07T12:45:00+02:00;0;0,04152
2024-08-07T13:00:00+02:00;0;0,03287
2024-08-07T13:15:00+02:00;7,6;0,03287
2024-08-07T13:30:00+02:00;0;0,03287
2024-08-07T13:45:00+02:00;0,125;0,03287
2024-08-07T14:00:00+02:00;52,2;0,04868
2024-08-07T14:15:00+02:00;27,3;0,04868
2024-08-07T14:30:00+02:00;7,8;0,04868
2024-08-07T14:45:00+02:00;74,425;0,04868
2024-08-07T15:00:00+02:00;13,25;0,06834
2024-08-07T15:15:00+02:00;50,3;0,06834
2024-08-07T15:30:00+02:00;106,35;0,06834
2024-08-07T15:45:00+02:00;140,5;0,06834
2024-08-07T16:00:00+02:00;137,6;0,0828
2024-08-07T16:15:00+02:00;122;0,0828
2024-08-07T16:30:00+02:00;83,2;0,0828
2024-08-07T16:45:00+02:00;21,725;0,0828
2024-08-07T17:00:00+02:00;70,925;0,1171
2024-08-07T17:15:00+02:00;48,55;0,1171
2024-08-07T17:30:00+02:00;45,95;0,1171
2024-08-07T17:45:00+02:00;31,675;0,1171
2024-08-07T18:00:00+02:00;99,35;0,26311
2024-08-07T18:15:00+02:00;127,275;0,26311
2024-08-07T18:30:00+02:00;138,35;0,26311
2024-08-07T18:45:00+02:00;138,25;0,26311
2024-08-07T19:00:00+02:00;160,3;0,33404
2024-08-07T19:15:00+02:00;147,85;0,33404
2024-08-07T19:30:00+02:00;143,6;0,33404
2024-08-07T19:45:00+02:00;145,975;0,33404
2024-08-07T20:00:00+02:00;171,125;0,4003
2024-08-07T20:15:00+02:00;166,735;0,4003
2024-08-07T20:30:00+02:00;154,8575;0,4003
2024-08-07T20:45:00+02:00;161,73;0,4003
2024-08-07T21:00:00+02:00;162,38;0,27205
2024-08-07T21:15:00+02:00;164,655;0,27205
2024-08-07T21:30:00+02:00;158,73;0,27205
2024-08-07T21:45:00+02:00;160,08;0,27205
2024-08-07T22:00:00+02:00;155,63;0,20185
2024-08-07T22:15:00+02:00;157,255;0,20185
2024-08-07T22:30:00+02:00;152,755;0,20185
2024-08-07T22:45:00+02:00;142,88;0,20185
2024-08-07T23:00:00+02:00;127,68;0,12484
2024-08-07T23:15:00+02:00;124,63;0,12484
2024-08-07T23:30:00+02:00;124,1825;0,12484
2024-08-07T23:45:00+02:00;125,605;0,12484
2024-08-08T00:00:00+02:00;124,1075;0,12942
2024-08-08T00:15:00+02:00;123,93;0,12942
2024-08-08T00:30:00+02:00;124,8075;0,12942
2024-08-08T00:45:00+02:00;128,2325;0,12942
2024-08-08T01:00:00+02:00;123,43;0,09106
2024-08-08T01:15:00+02:00;123,755;0,09106
2024-08-08T01:30:00+02:00;125,0325;0,09106
2024-08-08T01:45:00+02:00;121,5325;0,09106
2024-08-08T02:00:00+02:00;125,8325;0,08931
2024-08-08T02:15:00+02:00;123,0575;0,08931
2024-08-08T02:30:00+02:00;111,855;0,08931
2024-08-08T02:45:00+02:00;108,43;0,08931
2024-08-08T03:00:00+02:00;120,6325;0,09028
2024-08-08T03:15:00+02:00;122,8825;0,09028
2024-08-08T03:30:00+02:00;123,5325;0,09028
2024-08-08T03:45:00+02:00;122,68;0,09028
2024-08-08T04:00:00+02:00;125,1575;0,0903
2024-08-08T04:15:00+02:00;128,75;0,0903
2024-08-08T04:30:00+02:00;127,325;0,0903
2024-08-08T04:45:00+02:00;129,8;0,0903
2024-08-08T05:00:00+02:00;127,275;0,09868
2024-08-08T05:15:00+02:00;134,35;0,09868
2024-08-08T05:30:00+02:00;138,05;0,09868
2024-08-08T05:45:00+02:00;153,875;0,09868
2024-08-08T06:00:00+02:00;177,4775;0,11243
2024-08-08T06:15:00+02:00;192,075;0,11243
2024-08-08T06:30:00+02:00;191,325;0,11243
2024-08-08T06:45:00+02:00;173,425;0,11243
2024-08-08T07:00:00+02:00;154,5;0,122
2024-08-08T07:15:00+02:00;143,75;0,122
2024-08-08T07:30:00+02:00;167,15;0,122
2024-08-08T07:45:00+02:00;153,9;0,122
2024-08-08T08:00:00+02:00;129,875;0,11238
2024-08-08T08:15:00+02:00;108,925;0,11238
2024-08-08T08:30:00+02:00;106,775;0,11238
2024-08-08T08:45:00+02:00;56,5;0,11238
2024-08-08T09:00:00+02:00;23,95;0,10488
2024-08-08T09:15:00+02:00;15,675;0,10488
2024-08-08T09:30:00+02:00;6,475;0,10488
2024-08-08T09:45:00+02:00;6,65;0,10488
2024-08-08T10:00:00+02:00;0;0,08613
2024-08-08T10:15:00+02:00;5,6;0,08613
2024-08-08T10:30:00+02:00;0;0,08613
2024-08-08T10:45:00+02:00;19,075;0,08613
2024-08-08T11:00:00+02:00;10,25;0,06992
2024-08-08T11:15:00+02:00;4,775;0,06992
2024-08-08T11:30:00+02:00;45,25;0,06992
2024-08-08T11:45:00+02:00;15,15;0,06992
2024-08-08T12:00:00+02:00;2;0,05613
2024-08-08T12:15:00+02:00;1,225;0,05613
2024-08-08T12:30:00+02:00;3,2;0,05613
2024-08-08T12:45:00+02:00;3,875;0,05613
2024-08-08T13:00:00+02:00;0;0,06146
2024-08-08T13:15:00+02:00;0;0,06146
2024-08-08T13:30:00+02:00;0;0,06146
2024-08-08T13:45:00+02:00;0,2;0,06146
2024-08-08T14:00:00+02:00;0;0,06741
2024-08-08T14:15:00+02:00;23,05;0,06741
2024-08-08T14:30:00+02:00;10,2;0,06741
2024-08-08T14:45:00+02:00;25,55;0,06741
2024-08-08T15:00:00+02:00;4,325;0,08655
2024-08-08T15:15:00+02:00;1,9;0,08655
2024-08-08T15:30:00+02:00;0;0,08655
2024-08-08T15:45:00+02:00;11,975;0,08655
2024-08-08T16:00:00+02:00;6,95;0,10327
2024-08-08T16:15:00+02:00;0;0,10327
2024-08-08T16:30:00+02:00;0,075;0,10327
2024-08-08T16:45:00+02:00;0,75;0,10327
2024-08-08T17:00:00+02:00;23,65;0,12106
2024-08-08T17:15:00+02:00;8,675;0,12106
2024-08-08T17:30:00+02:00;23,675;0,12106
2024-08-08T17:45:00+02:00;36,075;0,12106
2024-08-08T18:00:00+02:00;58,85;0,13449
2024-08-08T18:15:00+02:00;100,75;0,13449
2024-08-08T18:30:00+02:00;88,8;0,13449
2024-08-08T18:45:00+02:00;89,55;0,13449
2024-08-08T19:00:00+02:00;141,025;0,19787
2024-08-08T19:15:00+02:00;134,275;0,19787
2024-08-08T19:30:00+02:00;137,6;0,19787
2024-08-08T19:45:00+02:00;144,3;0,19787
2024-08-08T20:00:00+02:00;162,1975;0,23
2024-08-08T20:15:00+02:00;161,3475;0,23
2024-08-08T20:30:00+02:00;167,6825;0,23
2024-08-08T20:45:00+02:00;162,43;0,23
2024-08-08T21:00:00+02:00;166,055;0,15153
2024-08-08T21:15:00+02:00;170,405;0,15153
2024-08-08T21:30:00+02:00;166,955;0,15153
2024-08-08T21:45:00+02:00;156,13;0,15153
2024-08-08T22:00:00+02:00;156,805;0,11806
2024-08-08T22:15:00+02:00;161,405;0,11806
2024-08-08T22:30:00+02:00;149,005;0,11806
2024-08-08T22:45:00+02:00;140,78;0,11806
2024-08-08T23:00:00+02:00;128,805;0,09545
2024-08-08T23:15:00+02:00;130,705;0,09545
2024-08-08T23:30:00+02:00;126,705;0,09545
2024-08-08T23:45:00+02:00;123,6825;0,09545
2024-08-09T00:00:00+02:00;120,9075;0,10562
2024-08-09T00:15:00+02:00;132,08;0,10562
2024-08-09T00:30:00+02:00;125,055;0,10562
2024-08-09T00:45:00+02:00;122,8325;0,10562
2024-08-09T01:00:00+02:00;124,63;0,08597
2024-08-09T01:15:00+02:00;125,6825;0,08597
2024-08-09T01:30:00+02:00;124,105;0,08597
2024-08-09T01:45:00+02:00;122,4825;0,08597
2024-08-09T02:00:00+02:00;122,855;0,06569
2024-08-09T02:15:00+02:00;110,655;0,06569
2024-08-09T02:30:00+02:00;108,705;0,06569
2024-08-09T02:45:00+02:00;105,4325;0,06569
2024-08-09T03:00:00+02:00;123,305;0,06576
2024-08-09T03:15:00+02:00;121,7325;0,06576
2024-08-09T03:30:00+02:00;121,2275;0,06576
2024-08-09T03:45:00+02:00;118,75;0,06576
2024-08-09T04:00:00+02:00;121,625;0,07136
2024-08-09T04:15:00+02:00;125,525;0,07136
2024-08-09T04:30:00+02:00;129,9;0,07136
2024-08-09T04:45:00+02:00;122,3;0,07136
2024-08-09T05:00:00+02:00;127,475;0,07996
2024-08-09T05:15:00+02:00;129,55;0,07996
2024-08-09T05:30:00+02:00;135,4;0,07996
2024-08-09T05:45:00+02:00;150,9925;0,07996
2024-08-09T06:00:00+02:00;179,4925;0,10373
2024-08-09T06:15:00+02:00;176,675;0,10373
2024-08-09T06:30:00+02:00;166,75;0,10373
2024-08-09T06:45:00+02:00;166,25;0,10373
2024-08-09T07:00:00+02:00;149,85;0,09651
2024-08-09T07:15:00+02:00;140,475;0,09651
2024-08-09T07:30:00+02:00;122,325;0,09651
2024-08-09T07:45:00+02:00;117,975;0,09651
2024-08-09T08:00:00+02:00;84,85;0,07785
2024-08-09T08:15:00+02:00;59,05;0,07785
2024-08-09T08:30:00+02:00;49,35;0,07785
2024-08-09T08:45:00+02:00;29,175;0,07785
2024-08-09T09:00:00+02:00;34,05;0,04564
2024-08-09T09:15:00+02:00;15,1;0,04564
2024-08-09T09:30:00+02:00;13,15;0,04564
2024-08-09T09:45:00+02:00;9,15;0,04564
2024-08-09T10:00:00+02:00;2,35;0,02202
2024-08-09T10:15:00+02:00;9,225;0,02202
2024-08-09T10:30:00+02:00;2,8;0,02202
2024-08-09T10:45:00+02:00;0;0,02202
2024-08-09T11:00:00+02:00;5,225;0,01438
2024-08-09T11:15:00+02:00;4,35;0,01438
2024-08-09T11:30:00+02:00;5,675;0,01438
2024-08-09T11:45:00+02:00;5,05;0,01438
2024-08-09T12:00:00+02:00;6,45;0,01372
2024-08-09T12:15:00+02:00;6,025;0,01372
2024-08-09T12:30:00+02:00;6,125;0,01372
2024-08-09T12:45:00+02:00;5,2;0,01372
2024-08-09T13:00:00+02:00;0,05;0,02395
2024-08-09T13:15:00+02:00;0;0,02395
2024-08-09T13:30:00+02:00;0;0,02395
2024-08-09T13:45:00+02:00;5,775;0,02395
2024-08-09T14:00:00+02:00;2,125;0,03091
2024-08-09T14:15:00+02:00;3;0,03091
2024-08-09T14:30:00+02:00;0;0,03091
2024-08-09T14:45:00+02:00;0,275;0,03091
2024-08-09T15:00:00+02:00;0;0,05178
2024-08-09T15:15:00+02:00;0;0,05178
2024-08-09T15:30:00+02:00;0;0,05178
2024-08-09T15:45:00+02:00;0;0,05178
2024-08-09T16:00:00+02:00;0;0,06066
2024-08-09T16:15:00+02:00;0,225;0,06066
2024-08-09T16:30:00+02:00;0,775;0,06066
2024-08-09T16:45:00+02:00;0,45;0,06066
2024-08-09T17:00:00+02:00;3,025;0,09751
2024-08-09T17:15:00+02:00;10,775;0,09751
2024-08-09T17:30:00+02:00;33,025;0,09751
2024-08-09T17:45:00+02:00;51,5;0,09751
2024-08-09T18:00:00+02:00;64,925;0,16805
2024-08-09T18:15:00+02:00;76,825;0,16805
2024-08-09T18:30:00+02:00;101,75;0,16805
2024-08-09T18:45:00+02:00;105,95;0,16805
2024-08-09T19:00:00+02:00;136,65;0,24472
2024-08-09T19:15:00+02:00;140,675;0,24472
2024-08-09T19:30:00+02:00;134,9;0,24472
2024-08-09T19:45:00+02:00;153,325;0,24472
2024-08-09T20:00:00+02:00;169,0675;0,24136
2024-08-09T20:15:00+02:00;171,8325;0,24136
2024-08-09T20:30:00+02:00;167,8875;0,24136
2024-08-09T20:45:00+02:00;166,055;0,24136
2024-08-09T21:00:00+02:00;163,68;0,1436
2024-08-09T21:15:00+02:00;166,055;0,1436
2024-08-09T21:30:00+02:00;166,005;0,1436
2024-08-09T21:45:00+02:00;162,8575;0,1436
2024-08-09T22:00:00+02:00;160,2325;0,12244
2024-08-09T22:15:00+02:00;160,605;0,12244
2024-08-09T22:30:00+02:00;157,3825;0,12244
2024-08-09T22:45:00+02:00;142,8825;0,12244
2024-08-09T23:00:00+02:00;125,4575;0,10627
2024-08-09T23:15:00+02:00;128,6325;0,10627
2024-08-09T23:30:00+02:00;123,3075;0,10627
2024-08-09T23:45:00+02:00;129,9325;0,10627
2024-08-10T00:00:00+02:00;125,9825;0,12151
2024-08-10T00:15:00+02:00;123,0825;0,12151
2024-08-10T00:30:00+02:00;123,3325;0,12151
2024-08-10T00:45:00+02:00;123,0575;0,12151
2024-08-10T01:00:00+02:00;126,5575;0,10423
2024-08-10T01:15:00+02:00;121,4075;0,10423
2024-08-10T01:30:00+02:00;122,3075;0,10423
2024-08-10T01:45:00+02:00;121,2825;0,10423
2024-08-10T02:00:00+02:00;128,6325;0,09194
2024-08-10T02:15:00+02:00;113,1;0,09194
2024-08-10T02:30:00+02:00;108,2;0,09194
2024-08-10T02:45:00+02:00;105,025;0,09194
2024-08-10T03:00:00+02:00;115,925;0,08821
2024-08-10T03:15:00+02:00;118,725;0,08821
2024-08-10T03:30:00+02:00;119,575;0,08821
2024-08-10T03:45:00+02:00;120,625;0,08821
2024-08-10T04:00:00+02:00;119,025;0,08339
2024-08-10T04:15:00+02:00;125,7;0,08339
2024-08-10T04:30:00+02:00;122,45;0,08339
2024-08-10T04:45:00+02:00;121,125;0,08339
2024-08-10T05:00:00+02:00;122,5;0,0855
2024-08-10T05:15:00+02:00;124,325;0,0855
2024-08-10T05:30:00+02:00;133,4;0,0855
2024-08-10T05:45:00+02:00;142,1125;0,0855
2024-08-10T06:00:00+02:00;169,52;0,08892
2024-08-10T06:15:00+02:00;177,225;0,08892
2024-08-10T06:30:00+02:00;176,75;0,08892
2024-08-10T06:45:00+02:00;158,3;0,08892
2024-08-10T07:00:00+02:00;146,3;0,07514
2024-08-10T07:15:00+02:00;131,05;0,07514
2024-08-10T07:30:00+02:00;108,8;0,07514
2024-08-10T07:45:00+02:00;90,65;0,07514
2024-08-10T08:00:00+02:00;81,825;0,0318
2024-08-10T08:15:00+02:00;69,475;0,0318
2024-08-10T08:30:00+02:00;31,85;0,0318
2024-08-10T08:45:00+02:00;24,125;0,0318
2024-08-10T09:00:00+02:00;26,725;0,0016
2024-08-10T09:15:00+02:00;12,7;0,0016
2024-08-10T09:30:00+02:00;8,275;0,0016
2024-08-10T09:45:00+02:00;5,7;0,0016
2024-08-10T10:00:00+02:00;5,225;-0,00183
2024-08-10T10:15:00+02:00;5,05;-0,00183
2024-08-10T10:30:00+02:00;7;-0,00183
2024-08-10T10:45:00+02:00;5,8;-0,00183
2024-08-10T11:00:00+02:00;159,125;-0,0092
2024-08-10T11:15:00+02:00;163,3;-0,0092
2024-08-10T11:30:00+02:00;159,8;-0,0092
2024-08-10T11:45:00+02:00;156,575;-0,0092
2024-08-10T12:00:00+02:00;153,2;-0,0185
2024-08-10T12:15:00+02:00;152,5;-0,0185
2024-08-10T12:30:00+02:00;148,425;-0,0185
2024-08-10T12:45:00+02:00;147,875;-0,0185
2024-08-10T13:00:00+02:00;141,7;-0,02285
2024-08-10T13:15:00+02:00;129,35;-0,02285
2024-08-10T13:30:00+02:00;122,95;-0,02285
2024-08-10T13:45:00+02:00;84,075;-0,02285
2024-08-10T14:00:00+02:00;73,975;-0,01202
2024-08-10T14:15:00+02:00;66,9;-0,01202
2024-08-10T14:30:00+02:00;77,85;-0,01202
2024-08-10T14:45:00+02:00;81,775;-0,01202
2024-08-10T15:00:00+02:00;34,025;-0,00498
2024-08-10T15:15:00+02:00;28,25;-0,00498
2024-08-10T15:30:00+02:00;27,425;-0,00498
2024-08-10T15:45:00+02:00;30,325;-0,00498
2024-08-10T16:00:00+02:00;0,75;0,05679
2024-08-10T16:15:00+02:00;2,3;0,05679
2024-08-10T16:30:00+02:00;3,025;0,05679
2024-08-10T16:45:00+02:00;9,7;0,05679
2024-08-10T17:00:00+02:00;0;0,06549
2024-08-10T17:15:00+02:00;0;0,06549
2024-08-10T17:30:00+02:00;0,425;0,06549
2024-08-10T17:45:00+02:00;7,45;0,06549
2024-08-10T18:00:00+02:00;12,425;0,09859
2024-08-10T18:15:00+02:00;27,125;0,09859
2024-08-10T18:30:00+02:00;40,025;0,09859
2024-08-10T18:45:00+02:00;68,45;0,09859
2024-08-10T19:00:00+02:00;65,4;0,16807
2024-08-10T19:15:00+02:00;80,7;0,16807
2024-08-10T19:30:00+02:00;78,5;0,16807
2024-08-10T19:45:00+02:00;84,575;0,16807
2024-08-10T20:00:00+02:00;77,96;0,2154
2024-08-10T20:15:00+02:00;77,4875;0,2154
2024-08-10T20:30:00+02:00;72,185;0,2154
2024-08-10T20:45:00+02:00;75,9575;0,2154
2024-08-10T21:00:00+02:00;68,1075;0,14769
2024-08-10T21:15:00+02:00;72,8325;0,14769
2024-08-10T21:30:00+02:00;64,3075;0,14769
2024-08-10T21:45:00+02:00;64,6325;0,14769
2024-08-10T22:00:00+02:00;57,7075;0,1293
2024-08-10T22:15:00+02:00;57,6825;0,1293
2024-08-10T22:30:00+02:00;52,0575;0,1293
2024-08-10T22:45:00+02:00;58,0575;0,1293
2024-08-10T23:00:00+02:00;51,9075;0,10657
2024-08-10T23:15:00+02:00;52,9825;0,10657
2024-08-10T23:30:00+02:00;55,4825;0,10657
2024-08-10T23:45:00+02:00;52,7325;0,10657
2024-08-11T00:00:00+02:00;52,8575;0,10706
2024-08-11T00:15:00+02:00;52,7075;0,10706
2024-08-11T00:30:00+02:00;49,3825;0,10706
2024-08-11T00:45:00+02:00;53,4075;0,10706
2024-08-11T01:00:00+02:00;50,4325;0,10528
2024-08-11T01:15:00+02:00;52,2325;0,10528
2024-08-11T01:30:00+02:00;48,4575;0,10528
2024-08-11T01:45:00+02:00;51,8825;0,10528
2024-08-11T02:00:00+02:00;48,4575;0,10241
2024-08-11T02:15:00+02:00;50,5575;0,10241
2024-08-11T02:30:00+02:00;51,4825;0,10241
2024-08-11T02:45:00+02:00;49,2325;0,10241
2024-08-11T03:00:00+02:00;49,5825;0,09877
2024-08-11T03:15:00+02:00;50,2575;0,09877
2024-08-11T03:30:00+02:00;47,1575;0,09877
2024-08-11T03:45:00+02:00;50,6825;0,09877
2024-08-11T04:00:00+02:00;48,9825;0,09726
2024-08-11T04:15:00+02:00;51,2575;0,09726
2024-08-11T04:30:00+02:00;46,9075;0,09726
2024-08-11T04:45:00+02:00;50,9075;0,09726
2024-08-11T05:00:00+02:00;47,0825;0,09917
2024-08-11T05:15:00+02:00;51,9075;0,09917
2024-08-11T05:30:00+02:00;47,5075;0,09917
2024-08-11T05:45:00+02:00;47,1625;0,09917
2024-08-11T06:00:00+02:00;46,4375;0,09985
2024-08-11T06:15:00+02:00;41,9;0,09985
2024-08-11T06:30:00+02:00;31,975;0,09985
2024-08-11T06:45:00+02:00;23,7;0,09985
2024-08-11T07:00:00+02:00;11,375;0,07004
2024-08-11T07:15:00+02:00;4,85;0,07004
2024-08-11T07:30:00+02:00;0;0,07004
2024-08-11T07:45:00+02:00;0;0,07004
2024-08-11T08:00:00+02:00;0;0,02714
2024-08-11T08:15:00+02:00;0;0,02714
2024-08-11T08:30:00+02:00;0;0,02714
2024-08-11T08:45:00+02:00;0;0,02714
2024-08-11T09:00:00+02:00;3,3;0
2024-08-11T09:15:00+02:00;3,575;0
2024-08-11T09:30:00+02:00;2,25;0
2024-08-11T09:45:00+02:00;3,625;0
2024-08-11T10:00:00+02:00;2,7;-0,00318
2024-08-11T10:15:00+02:00;2,95;-0,00318
2024-08-11T10:30:00+02:00;2,4;-0,00318
2024-08-11T10:45:00+02:00;2,3;-0,00318
2024-08-11T11:00:00+02:00;39,4;-0,00903
2024-08-11T11:15:00+02:00;41,575;-0,00903
2024-08-11T11:30:00+02:00;42,725;-0,00903
2024-08-11T11:45:00+02:00;40,55;-0,00903
2024-08-11T12:00:00+02:00;41,775;-0,01928
2024-08-11T12:15:00+02:00;40,1;-0,01928
2024-08-11T12:30:00+02:00;42,525;-0,01928
2024-08-11T12:45:00+02:00;41,6;-0,01928
2024-08-11T13:00:00+02:00;41,45;-0,03736
2024-08-11T13:15:00+02:00;39,775;-0,03736
2024-08-11T13:30:00+02:00;41,475;-0,03736
2024-08-11T13:45:00+02:00;40,75;-0,03736
2024-08-11T14:00:00+02:00;43,05;-0,04646
2024-08-11T14:15:00+02:00;39,675;-0,04646
2024-08-11T14:30:00+02:00;41,375;-0,04646
2024-08-11T14:45:00+02:00;40,225;-0,04646
2024-08-11T15:00:00+02:00;42,725;-0,02269
2024-08-11T15:15:00+02:00;43,8;-0,02269
2024-08-11T15:30:00+02:00;42,325;-0,02269
2024-08-11T15:45:00+02:00;42,225;-0,02269
2024-08-11T16:00:00+02:00;19,425;0,00284
2024-08-11T16:15:00+02:00;18,2;0,00284
2024-08-11T16:30:00+02:00;16,5;0,00284
2024-08-11T16:45:00+02:00;19,075;0,00284
2024-08-11T17:00:00+02:00;0,2;0,04009
2024-08-11T17:15:00+02:00;0;0,04009
2024-08-11T17:30:00+02:00;0;0,04009
2024-08-11T17:45:00+02:00;1,2;0,04009
2024-08-11T18:00:00+02:00;3,125;0,08637
2024-08-11T18:15:00+02:00;12,9;0,08637
2024-08-11T18:30:00+02:00;16,125;0,08637
2024-08-11T18:45:00+02:00;28,175;0,08637
2024-08-11T19:00:00+02:00;35,15;0,12712
2024-08-11T19:15:00+02:00;47,775;0,12712
2024-08-11T19:30:00+02:00;52,55;0,12712
2024-08-11T19:45:00+02:00;60,55;0,12712
2024-08-11T20:00:00+02:00;62,5525;0,13283
2024-08-11T20:15:00+02:00;69,785;0,13283
2024-08-11T20:30:00+02:00;64,2075;0,13283
2024-08-11T20:45:00+02:00;70,1325;0,13283
2024-08-11T21:00:00+02:00;65,0575;0,11835
2024-08-11T21:15:00+02:00;69,2575;0,11835
2024-08-11T21:30:00+02:00;65,6825;0,11835
2024-08-11T21:45:00+02:00;71,4825;0,11835
2024-08-11T22:00:00+02:00;97,9825;0,10166
2024-08-11T22:15:00+02:00;104,2325;0,10166
2024-08-11T22:30:00+02:00;101,48;0,10166
2024-08-11T22:45:00+02:00;100,8075;0,10166
2024-08-11T23:00:00+02:00;101,4825;0,09069
2024-08-11T23:15:00+02:00;102,8575;0,09069
2024-08-11T23:30:00+02:00;98,9325;0,09069
2024-08-11T23:45:00+02:00;99,2825;0,09069
2024-08-12T00:00:00+02:00;106,6575;0,098
2024-08-12T00:15:00+02:00;104,1325;0,098
2024-08-12T00:30:00+02:00;105,6075;0,098
2024-08-12T00:45:00+02:00;103,6825;0,098
2024-08-12T01:00:00+02:00;108,2575;0,08698
2024-08-12T01:15:00+02:00;106,2575;0,08698
2024-08-12T01:30:00+02:00;101,6325;0,08698
2024-08-12T01:45:00+02:00;103,7075;0,08698
2024-08-12T02:00:00+02:00;97,0825;0,07867
2024-08-12T02:15:00+02:00;94,5325;0,07867
2024-08-12T02:30:00+02:00;87,555;0,07867
