Časovna Značka (CEST/CET);Poraba [kWh];Dinamične Cene [EUR/kWh]
2024-08-12T02:45:00+02:00;85,23;0,07867
2024-08-12T03:00:00+02:00;100,705;0,08189
2024-08-12T03:15:00+02:00;98,805;0,08189
2024-08-12T03:30:00+02:00;100,33;0,08189
2024-08-12T03:45:00+02:00;100,38;0,08189
2024-08-12T04:00:00+02:00;102,23;0,0855
2024-08-12T04:15:00+02:00;102,605;0,0855
2024-08-12T04:30:00+02:00;105,63;0,0855
2024-08-12T04:45:00+02:00;105,305;0,0855
2024-08-12T05:00:00+02:00;106,755;0,10262
2024-08-12T05:15:00+02:00;117,155;0,10262
2024-08-12T05:30:00+02:00;116,0575;0,10262
2024-08-12T05:45:00+02:00;134,2825;0,10262
2024-08-12T06:00:00+02:00;165,59;0,1366
2024-08-12T06:15:00+02:00;178,25;0,1366
2024-08-12T06:30:00+02:00;175,1;0,1366
2024-08-12T06:45:00+02:00;166,4;0,1366
2024-08-12T07:00:00+02:00;157,3;0,13773
2024-08-12T07:15:00+02:00;144,3;0,13773
2024-08-12T07:30:00+02:00;128,25;0,13773
2024-08-12T07:45:00+02:00;104,775;0,13773
2024-08-12T08:00:00+02:00;82,95;0,10793
2024-08-12T08:15:00+02:00;68,325;0,10793
2024-08-12T08:30:00+02:00;59,55;0,10793
2024-08-12T08:45:00+02:00;43,475;0,10793
2024-08-12T09:00:00+02:00;36,825;0,06797
2024-08-12T09:15:00+02:00;21,35;0,06797
2024-08-12T09:30:00+02:00;13,375;0,06797
2024-08-12T09:45:00+02:00;5,325;0,06797
2024-08-12T10:00:00+02:00;0;0,04012
2024-08-12T10:15:00+02:00;0;0,04012
2024-08-12T10:30:00+02:00;0;0,04012
2024-08-12T10:45:00+02:00;0;0,04012
2024-08-12T11:00:00+02:00;5,8;0,01604
2024-08-12T11:15:00+02:00;5,325;0,01604
2024-08-12T11:30:00+02:00;5,7;0,01604
2024-08-12T11:45:00+02:00;6,15;0,01604
2024-08-12T12:00:00+02:00;5,8;0,01857
2024-08-12T12:15:00+02:00;6,925;0,01857
2024-08-12T12:30:00+02:00;5,475;0,01857
2024-08-12T12:45:00+02:00;5,325;0,01857
2024-08-12T13:00:00+02:00;0,15;0,02144
2024-08-12T13:15:00+02:00;0;0,02144
2024-08-12T13:30:00+02:00;0;0,02144
2024-08-12T13:45:00+02:00;0;0,02144
2024-08-12T14:00:00+02:00;7,475;0,04094
2024-08-12T14:15:00+02:00;0;0,04094
2024-08-12T14:30:00+02:00;0;0,04094
2024-08-12T14:45:00+02:00;20,85;0,04094
2024-08-12T15:00:00+02:00;16,6;0,05861
2024-08-12T15:15:00+02:00;7,225;0,05861
2024-08-12T15:30:00+02:00;31,575;0,05861
2024-08-12T15:45:00+02:00;30,55;0,05861
2024-08-12T16:00:00+02:00;0,3;0,083
2024-08-12T16:15:00+02:00;49,75;0,083
2024-08-12T16:30:00+02:00;57,35;0,083
2024-08-12T16:45:00+02:00;44,425;0,083
2024-08-12T17:00:00+02:00;50,3;0,11032
2024-08-12T17:15:00+02:00;66,825;0,11032
2024-08-12T17:30:00+02:00;96,5;0,11032
2024-08-12T17:45:00+02:00;58,65;0,11032
2024-08-12T18:00:00+02:00;90,8;0,20503
2024-08-12T18:15:00+02:00;108,05;0,20503
2024-08-12T18:30:00+02:00;133,975;0,20503
2024-08-12T18:45:00+02:00;130,025;0,20503
2024-08-12T19:00:00+02:00;143,9;0,20767
2024-08-12T19:15:00+02:00;143,125;0,20767
2024-08-12T19:30:00+02:00;150,75;0,20767
2024-08-12T19:45:00+02:00;156,4;0,20767
2024-08-12T20:00:00+02:00;178,2275;0,23198
2024-08-12T20:15:00+02:00;178,535;0,23198
2024-08-12T20:30:00+02:00;170,8575;0,23198
2024-08-12T20:45:00+02:00;176,0325;0,23198
2024-08-12T21:00:00+02:00;169,005;0,15042
2024-08-12T21:15:00+02:00;170,43;0,15042
2024-08-12T21:30:00+02:00;163,48;0,15042
2024-08-12T21:45:00+02:00;156,98;0,15042
2024-08-12T22:00:00+02:00;155,955;0,1207
2024-08-12T22:15:00+02:00;150,0075;0,1207
2024-08-12T22:30:00+02:00;144,505;0,1207
2024-08-12T22:45:00+02:00;142,005;0,1207
2024-08-12T23:00:00+02:00;133,705;0,10098
2024-08-12T23:15:00+02:00;132,2575;0,10098
2024-08-12T23:30:00+02:00;131,58;0,10098
2024-08-12T23:45:00+02:00;128,605;0,10098
2024-08-13T00:00:00+02:00;129,205;0,10409
2024-08-13T00:15:00+02:00;127,43;0,10409
2024-08-13T00:30:00+02:00;125,905;0,10409
2024-08-13T00:45:00+02:00;121,905;0,10409
2024-08-13T01:00:00+02:00;122,705;0,09113
2024-08-13T01:15:00+02:00;125,855;0,09113
2024-08-13T01:30:00+02:00;120,23;0,09113
2024-08-13T01:45:00+02:00;122,755;0,09113
2024-08-13T02:00:00+02:00;111,9825;0,08439
2024-08-13T02:15:00+02:00;105,58;0,08439
2024-08-13T02:30:00+02:00;108,1325;0,08439
2024-08-13T02:45:00+02:00;105,4825;0,08439
2024-08-13T03:00:00+02:00;116,9575;0,08203
2024-08-13T03:15:00+02:00;116,6825;0,08203
2024-08-13T03:30:00+02:00;120,455;0,08203
2024-08-13T03:45:00+02:00;124,1325;0,08203
2024-08-13T04:00:00+02:00;126,7575;0,08317
2024-08-13T04:15:00+02:00;124,455;0,08317
2024-08-13T04:30:00+02:00;128,805;0,08317
2024-08-13T04:45:00+02:00;125,58;0,08317
2024-08-13T05:00:00+02:00;129,455;0,09951
2024-08-13T05:15:00+02:00;131,155;0,09951
2024-08-13T05:30:00+02:00;131,3325;0,09951
2024-08-13T05:45:00+02:00;155,4325;0,09951
2024-08-13T06:00:00+02:00;177,795;0,12376
2024-08-13T06:15:00+02:00;188,875;0,12376
2024-08-13T06:30:00+02:00;177,875;0,12376
2024-08-13T06:45:00+02:00;168,95;0,12376
2024-08-13T07:00:00+02:00;153,3;0,13092
2024-08-13T07:15:00+02:00;131,3;0,13092
2024-08-13T07:30:00+02:00;124,3;0,13092
2024-08-13T07:45:00+02:00;104,875;0,13092
2024-08-13T08:00:00+02:00;79,55;0,11789
2024-08-13T08:15:00+02:00;66,725;0,11789
2024-08-13T08:30:00+02:00;53,575;0,11789
2024-08-13T08:45:00+02:00;44,625;0,11789
2024-08-13T09:00:00+02:00;26,425;0,09688
2024-08-13T09:15:00+02:00;22,9;0,09688
2024-08-13T09:30:00+02:00;15,75;0,09688
2024-08-13T09:45:00+02:00;4,85;0,09688
2024-08-13T10:00:00+02:00;0,025;0,0833
2024-08-13T10:15:00+02:00;0;0,0833
2024-08-13T10:30:00+02:00;0;0,0833
2024-08-13T10:45:00+02:00;0;0,0833
2024-08-13T11:00:00+02:00;0;0,07749
2024-08-13T11:15:00+02:00;0;0,07749
2024-08-13T11:30:00+02:00;0;0,07749
2024-08-13T11:45:00+02:00;0;0,07749
2024-08-13T12:00:00+02:00;0;0,07587
2024-08-13T12:15:00+02:00;0;0,07587
2024-08-13T12:30:00+02:00;0;0,07587
2024-08-13T12:45:00+02:00;0;0,07587
2024-08-13T13:00:00+02:00;0;0,07139
2024-08-13T13:15:00+02:00;0;0,07139
2024-08-13T13:30:00+02:00;0,6;0,07139
2024-08-13T13:45:00+02:00;54,65;0,07139
2024-08-13T14:00:00+02:00;31,375;0,07237
2024-08-13T14:15:00+02:00;27,325;0,07237
2024-08-13T14:30:00+02:00;19,025;0,07237
2024-08-13T14:45:00+02:00;0;0,07237
2024-08-13T15:00:00+02:00;4,45;0,08549
2024-08-13T15:15:00+02:00;9,2;0,08549
2024-08-13T15:30:00+02:00;1,2;0,08549
2024-08-13T15:45:00+02:00;30,675;0,08549
2024-08-13T16:00:00+02:00;78,925;0,11221
2024-08-13T16:15:00+02:00;108,375;0,11221
2024-08-13T16:30:00+02:00;100,225;0,11221
2024-08-13T16:45:00+02:00;150,075;0,11221
2024-08-13T17:00:00+02:00;158,8;0,13902
2024-08-13T17:15:00+02:00;136,525;0,13902
2024-08-13T17:30:00+02:00;125,525;0,13902
2024-08-13T17:45:00+02:00;114,175;0,13902
2024-08-13T18:00:00+02:00;132,3;0,28614
2024-08-13T18:15:00+02:00;95,275;0,28614
2024-08-13T18:30:00+02:00;82,025;0,28614
2024-08-13T18:45:00+02:00;104,3;0,28614
2024-08-13T19:00:00+02:00;137,725;0,35983
2024-08-13T19:15:00+02:00;136,375;0,35983
2024-08-13T19:30:00+02:00;146,45;0,35983
2024-08-13T19:45:00+02:00;153,625;0,35983
2024-08-13T20:00:00+02:00;168,3475;0,37351
2024-08-13T20:15:00+02:00;168,41;0,37351
2024-08-13T20:30:00+02:00;167,0325;0,37351
2024-08-13T20:45:00+02:00;168,555;0,37351
2024-08-13T21:00:00+02:00;167,38;0,16401
2024-08-13T21:15:00+02:00;168,78;0,16401
2024-08-13T21:30:00+02:00;163,4325;0,16401
2024-08-13T21:45:00+02:00;158,805;0,16401
2024-08-13T22:00:00+02:00;157,78;0,13523
2024-08-13T22:15:00+02:00;156,6575;0,13523
2024-08-13T22:30:00+02:00;154,18;0,13523
2024-08-13T22:45:00+02:00;145,7325;0,13523
2024-08-13T23:00:00+02:00;134,3325;0,11329
2024-08-13T23:15:00+02:00;133,6575;0,11329
2024-08-13T23:30:00+02:00;133,23;0,11329
2024-08-13T23:45:00+02:00;136,3075;0,11329
2024-08-14T00:00:00+02:00;129,3075;0,09854
2024-08-14T00:15:00+02:00;130,3075;0,09854
2024-08-14T00:30:00+02:00;129,3825;0,09854
2024-08-14T00:45:00+02:00;135,2575;0,09854
2024-08-14T01:00:00+02:00;130,005;0,09614
2024-08-14T01:15:00+02:00;130,7325;0,09614
2024-08-14T01:30:00+02:00;127,2825;0,09614
2024-08-14T01:45:00+02:00;127,8325;0,09614
2024-08-14T02:00:00+02:00;120,5075;0,09221
2024-08-14T02:15:00+02:00;110,3075;0,09221
2024-08-14T02:30:00+02:00;114,9325;0,09221
2024-08-14T02:45:00+02:00;113,1575;0,09221
2024-08-14T03:00:00+02:00;128,7325;0,09231
2024-08-14T03:15:00+02:00;124,0575;0,09231
2024-08-14T03:30:00+02:00;129,2325;0,09231
2024-08-14T03:45:00+02:00;130,2325;0,09231
2024-08-14T04:00:00+02:00;133,455;0,09083
2024-08-14T04:15:00+02:00;131,58;0,09083
2024-08-14T04:30:00+02:00;135,98;0,09083
2024-08-14T04:45:00+02:00;133,8825;0,09083
2024-08-14T05:00:00+02:00;134,755;0,10099
2024-08-14T05:15:00+02:00;137,98;0,10099
2024-08-14T05:30:00+02:00;141,13;0,10099
2024-08-14T05:45:00+02:00;155,235;0,10099
2024-08-14T06:00:00+02:00;175,96;0,12156
2024-08-14T06:15:00+02:00;192,25;0,12156
2024-08-14T06:30:00+02:00;191,45;0,12156
2024-08-14T06:45:00+02:00;190,65;0,12156
2024-08-14T07:00:00+02:00;186,625;0,12915
2024-08-14T07:15:00+02:00;189,45;0,12915
2024-08-14T07:30:00+02:00;197,2;0,12915
2024-08-14T07:45:00+02:00;196,425;0,12915
2024-08-14T08:00:00+02:00;200,2;0,11894
2024-08-14T08:15:00+02:00;198,75;0,11894
2024-08-14T08:30:00+02:00;193,825;0,11894
2024-08-14T08:45:00+02:00;201,975;0,11894
2024-08-14T09:00:00+02:00;202,5;0,10519
2024-08-14T09:15:00+02:00;193,175;0,10519
2024-08-14T09:30:00+02:00;176,6;0,10519
2024-08-14T09:45:00+02:00;149,275;0,10519
2024-08-14T10:00:00+02:00;90,025;0,08199
2024-08-14T10:15:00+02:00;49,475;0,08199
2024-08-14T10:30:00+02:00;18,825;0,08199
2024-08-14T10:45:00+02:00;28,6;0,08199
2024-08-14T11:00:00+02:00;12,925;0,07767
2024-08-14T11:15:00+02:00;35,675;0,07767
2024-08-14T11:30:00+02:00;36,825;0,07767
2024-08-14T11:45:00+02:00;8,8;0,07767
2024-08-14T12:00:00+02:00;19,175;0,07578
2024-08-14T12:15:00+02:00;0;0,07578
2024-08-14T12:30:00+02:00;0;0,07578
2024-08-14T12:45:00+02:00;0;0,07578
2024-08-14T13:00:00+02:00;0;0,08058
2024-08-14T13:15:00+02:00;0;0,08058
2024-08-14T13:30:00+02:00;0;0,08058
2024-08-14T13:45:00+02:00;26,275;0,08058
2024-08-14T14:00:00+02:00;107,625;0,08332
2024-08-14T14:15:00+02:00;120,675;0,08332
2024-08-14T14:30:00+02:00;117,925;0,08332
2024-08-14T14:45:00+02:00;130,375;0,08332
2024-08-14T15:00:00+02:00;140,725;0,08979
2024-08-14T15:15:00+02:00;132,75;0,08979
2024-08-14T15:30:00+02:00;122,95;0,08979
2024-08-14T15:45:00+02:00;121,475;0,08979
2024-08-14T16:00:00+02:00;90,55;0,10122
2024-08-14T16:15:00+02:00;12,85;0,10122
2024-08-14T16:30:00+02:00;0;0,10122
2024-08-14T16:45:00+02:00;0;0,10122
2024-08-14T17:00:00+02:00;67,175;0,11301
2024-08-14T17:15:00+02:00;109,4;0,11301
2024-08-14T17:30:00+02:00;105,45;0,11301
2024-08-14T17:45:00+02:00;62,85;0,11301
2024-08-14T18:00:00+02:00;94,675;0,15225
2024-08-14T18:15:00+02:00;122,975;0,15225
2024-08-14T18:30:00+02:00;122,275;0,15225
2024-08-14T18:45:00+02:00;128,125;0,15225
2024-08-14T19:00:00+02:00;129,525;0,19913
2024-08-14T19:15:00+02:00;130,45;0,19913
2024-08-14T19:30:00+02:00;148,5;0,19913
2024-08-14T19:45:00+02:00;156;0,19913
2024-08-14T20:00:00+02:00;161,095;0,44358
2024-08-14T20:15:00+02:00;161,46;0,44358
2024-08-14T20:30:00+02:00;152,955;0,44358
2024-08-14T20:45:00+02:00;157,33;0,44358
2024-08-14T21:00:00+02:00;153,83;0,18176
2024-08-14T21:15:00+02:00;147,43;0,18176
2024-08-14T21:30:00+02:00;127,405;0,18176
2024-08-14T21:45:00+02:00;114,0325;0,18176
2024-08-14T22:00:00+02:00;111,0075;0,12165
2024-08-14T22:15:00+02:00;109,1325;0,12165
2024-08-14T22:30:00+02:00;107,2825;0,12165
2024-08-14T22:45:00+02:00;104,2075;0,12165
2024-08-14T23:00:00+02:00;94,1575;0,10913
2024-08-14T23:15:00+02:00;88,9825;0,10913
2024-08-14T23:30:00+02:00;85,3325;0,10913
2024-08-14T23:45:00+02:00;83,7575;0,10913
2024-08-15T00:00:00+02:00;78,5825;0,10571
2024-08-15T00:15:00+02:00;82,9325;0,10571
2024-08-15T00:30:00+02:00;73,4825;0,10571
2024-08-15T00:45:00+02:00;75,8325;0,10571
2024-08-15T01:00:00+02:00;75,2325;0,10515
2024-08-15T01:15:00+02:00;78,4825;0,10515
2024-08-15T01:30:00+02:00;76,8575;0,10515
2024-08-15T01:45:00+02:00;73,3075;0,10515
2024-08-15T02:00:00+02:00;69,2825;0,10331
2024-08-15T02:15:00+02:00;70,2075;0,10331
2024-08-15T02:30:00+02:00;72,7575;0,10331
2024-08-15T02:45:00+02:00;73,3575;0,10331
2024-08-15T03:00:00+02:00;73,4325;0,09105
2024-08-15T03:15:00+02:00;75,6825;0,09105
2024-08-15T03:30:00+02:00;71,3325;0,09105
2024-08-15T03:45:00+02:00;75,3325;0,09105
2024-08-15T04:00:00+02:00;73,0075;0,09048
2024-08-15T04:15:00+02:00;71,7075;0,09048
2024-08-15T04:30:00+02:00;68,5825;0,09048
2024-08-15T04:45:00+02:00;69,4325;0,09048
2024-08-15T05:00:00+02:00;69,1325;0,10187
2024-08-15T05:15:00+02:00;70,0825;0,10187
2024-08-15T05:30:00+02:00;62,8825;0,10187
2024-08-15T05:45:00+02:00;64,385;0,10187
2024-08-15T06:00:00+02:00;62,705;0,11465
2024-08-15T06:15:00+02:00;56,65;0,11465
2024-08-15T06:30:00+02:00;51,025;0,11465
2024-08-15T06:45:00+02:00;42,8;0,11465
2024-08-15T07:00:00+02:00;34,225;0,11399
2024-08-15T07:15:00+02:00;20,275;0,11399
2024-08-15T07:30:00+02:00;2,325;0,11399
2024-08-15T07:45:00+02:00;0;0,11399
2024-08-15T08:00:00+02:00;0;0,1058
2024-08-15T08:15:00+02:00;0;0,1058
2024-08-15T08:30:00+02:00;0;0,1058
2024-08-15T08:45:00+02:00;0,525;0,1058
2024-08-15T09:00:00+02:00;0;0,08051
2024-08-15T09:15:00+02:00;0;0,08051
2024-08-15T09:30:00+02:00;0;0,08051
2024-08-15T09:45:00+02:00;0;0,08051
2024-08-15T10:00:00+02:00;0;0,06279
2024-08-15T10:15:00+02:00;0;0,06279
2024-08-15T10:30:00+02:00;0;0,06279
2024-08-15T10:45:00+02:00;0;0,06279
2024-08-15T11:00:00+02:00;0;0,02006
2024-08-15T11:15:00+02:00;0;0,02006
2024-08-15T11:30:00+02:00;0;0,02006
2024-08-15T11:45:00+02:00;0;0,02006
2024-08-15T12:00:00+02:00;2,55;0,0123
2024-08-15T12:15:00+02:00;3,75;0,0123
2024-08-15T12:30:00+02:00;2,225;0,0123
2024-08-15T12:45:00+02:00;2,525;0,0123
2024-08-15T13:00:00+02:00;3,95;0,00679
2024-08-15T13:15:00+02:00;3,025;0,00679
2024-08-15T13:30:00+02:00;2,325;0,00679
2024-08-15T13:45:00+02:00;5,225;0,00679
2024-08-15T14:00:00+02:00;2,475;0,00723
2024-08-15T14:15:00+02:00;9,975;0,00723
2024-08-15T14:30:00+02:00;8,875;0,00723
2024-08-15T14:45:00+02:00;6,275;0,00723
2024-08-15T15:00:00+02:00;2,075;0,04458
2024-08-15T15:15:00+02:00;7,975;0,04458
2024-08-15T15:30:00+02:00;1,775;0,04458
2024-08-15T15:45:00+02:00;0;0,04458
2024-08-15T16:00:00+02:00;0;0,08584
2024-08-15T16:15:00+02:00;0;0,08584
2024-08-15T16:30:00+02:00;0;0,08584
2024-08-15T16:45:00+02:00;0;0,08584
2024-08-15T17:00:00+02:00;0;0,10346
2024-08-15T17:15:00+02:00;0;0,10346
2024-08-15T17:30:00+02:00;19,725;0,10346
2024-08-15T17:45:00+02:00;17,325;0,10346
2024-08-15T18:00:00+02:00;2,475;0,12137
2024-08-15T18:15:00+02:00;31,625;0,12137
2024-08-15T18:30:00+02:00;19,625;0,12137
2024-08-15T18:45:00+02:00;35,325;0,12137
2024-08-15T19:00:00+02:00;44,625;0,14891
2024-08-15T19:15:00+02:00;59,35;0,14891
2024-08-15T19:30:00+02:00;66,7;0,14891
2024-08-15T19:45:00+02:00;72,9;0,14891
2024-08-15T20:00:00+02:00;70,0325;0,18146
2024-08-15T20:15:00+02:00;69,385;0,18146
2024-08-15T20:30:00+02:00;64,7825;0,18146
2024-08-15T20:45:00+02:00;59,7325;0,18146
2024-08-15T21:00:00+02:00;59,4825;0,14759
2024-08-15T21:15:00+02:00;58,1325;0,14759
2024-08-15T21:30:00+02:00;57,3325;0,14759
2024-08-15T21:45:00+02:00;58,2575;0,14759
2024-08-15T22:00:00+02:00;54,4825;0,13194
2024-08-15T22:15:00+02:00;56,3825;0,13194
2024-08-15T22:30:00+02:00;56,9575;0,13194
2024-08-15T22:45:00+02:00;55,5825;0,13194
2024-08-15T23:00:00+02:00;53,6575;0,10221
2024-08-15T23:15:00+02:00;53,3325;0,10221
2024-08-15T23:30:00+02:00;55,2325;0,10221
2024-08-15T23:45:00+02:00;54,3325;0,10221
2024-08-16T00:00:00+02:00;52,0325;0,10637
2024-08-16T00:15:00+02:00;54,7325;0,10637
2024-08-16T00:30:00+02:00;51,2575;0,10637
2024-08-16T00:45:00+02:00;51,9325;0,10637
2024-08-16T01:00:00+02:00;50,3325;0,08968
2024-08-16T01:15:00+02:00;52,3325;0,08968
2024-08-16T01:30:00+02:00;48,2825;0,08968
2024-08-16T01:45:00+02:00;50,3825;0,08968
2024-08-16T02:00:00+02:00;50,3575;0,08856
2024-08-16T02:15:00+02:00;49,9575;0,08856
2024-08-16T02:30:00+02:00;48,6325;0,08856
2024-08-16T02:45:00+02:00;50,6075;0,08856
2024-08-16T03:00:00+02:00;45,9075;0,08842
2024-08-16T03:15:00+02:00;50,8075;0,08842
2024-08-16T03:30:00+02:00;49,2575;0,08842
2024-08-16T03:45:00+02:00;50,0575;0,08842
2024-08-16T04:00:00+02:00;50,5075;0,08822
2024-08-16T04:15:00+02:00;54,5075;0,08822
2024-08-16T04:30:00+02:00;54,2075;0,08822
2024-08-16T04:45:00+02:00;57,8825;0,08822
2024-08-16T05:00:00+02:00;56,4325;0,09541
2024-08-16T05:15:00+02:00;56,6575;0,09541
2024-08-16T05:30:00+02:00;53,5825;0,09541
2024-08-16T05:45:00+02:00;64,91;0,09541
2024-08-16T06:00:00+02:00;66,2675;0,11818
2024-08-16T06:15:00+02:00;68,1;0,11818
2024-08-16T06:30:00+02:00;60,35;0,11818
2024-08-16T06:45:00+02:00;54,75;0,11818
2024-08-16T07:00:00+02:00;41,6;0,12573
2024-08-16T07:15:00+02:00;28,875;0,12573
2024-08-16T07:30:00+02:00;13,35;0,12573
2024-08-16T07:45:00+02:00;2,1;0,12573
2024-08-16T08:00:00+02:00;0;0,11934
2024-08-16T08:15:00+02:00;0;0,11934
2024-08-16T08:30:00+02:00;0;0,11934
2024-08-16T08:45:00+02:00;0;0,11934
2024-08-16T09:00:00+02:00;0;0,09635
2024-08-16T09:15:00+02:00;0;0,09635
2024-08-16T09:30:00+02:00;0;0,09635
2024-08-16T09:45:00+02:00;0;0,09635
2024-08-16T10:00:00+02:00;0;0,07465
2024-08-16T10:15:00+02:00;0;0,07465
2024-08-16T10:30:00+02:00;0;0,07465
2024-08-16T10:45:00+02:00;0;0,07465
2024-08-16T11:00:00+02:00;0;0,06337
2024-08-16T11:15:00+02:00;0;0,06337
2024-08-16T11:30:00+02:00;0;0,06337
2024-08-16T11:45:00+02:00;0;0,06337
2024-08-16T12:00:00+02:00;0;0,065
2024-08-16T12:15:00+02:00;0;0,065
2024-08-16T12:30:00+02:00;0;0,065
2024-08-16T12:45:00+02:00;0;0,065
2024-08-16T13:00:00+02:00;0;0,07503
2024-08-16T13:15:00+02:00;0;0,07503
2024-08-16T13:30:00+02:00;0,425;0,07503
2024-08-16T13:45:00+02:00;0;0,07503
2024-08-16T14:00:00+02:00;0;0,07981
2024-08-16T14:15:00+02:00;5,95;0,07981
2024-08-16T14:30:00+02:00;3,975;0,07981
2024-08-16T14:45:00+02:00;0;0,07981
2024-08-16T15:00:00+02:00;0;0,09307
2024-08-16T15:15:00+02:00;1,725;0,09307
2024-08-16T15:30:00+02:00;1,175;0,09307
2024-08-16T15:45:00+02:00;0,3;0,09307
2024-08-16T16:00:00+02:00;0;0,12759
2024-08-16T16:15:00+02:00;11,875;0,12759
2024-08-16T16:30:00+02:00;26,3;0,12759
2024-08-16T16:45:00+02:00;34,4;0,12759
2024-08-16T17:00:00+02:00;28,125;0,15018
2024-08-16T17:15:00+02:00;5,375;0,15018
2024-08-16T17:30:00+02:00;7,95;0,15018
2024-08-16T17:45:00+02:00;33,675;0,15018
2024-08-16T18:00:00+02:00;37,475;0,17439
2024-08-16T18:15:00+02:00;8,275;0,17439
2024-08-16T18:30:00+02:00;6,925;0,17439
2024-08-16T18:45:00+02:00;22,75;0,17439
2024-08-16T19:00:00+02:00;38,725;0,30199
2024-08-16T19:15:00+02:00;51,075;0,30199
2024-08-16T19:30:00+02:00;49,375;0,30199
2024-08-16T19:45:00+02:00;54,875;0,30199
2024-08-16T20:00:00+02:00;54,36;0,26616
2024-08-16T20:15:00+02:00;57,66;0,26616
2024-08-16T20:30:00+02:00;52,8325;0,26616
2024-08-16T20:45:00+02:00;55,8575;0,26616
2024-08-16T21:00:00+02:00;51,4325;0,1884
2024-08-16T21:15:00+02:00;55,1325;0,1884
2024-08-16T21:30:00+02:00;50,7575;0,1884
2024-08-16T21:45:00+02:00;51,4575;0,1884
2024-08-16T22:00:00+02:00;52,7325;0,14351
2024-08-16T22:15:00+02:00;52,1825;0,14351
2024-08-16T22:30:00+02:00;50,3575;0,14351
2024-08-16T22:45:00+02:00;53,4825;0,14351
2024-08-16T23:00:00+02:00;50,2825;0,11836
2024-08-16T23:15:00+02:00;50,9075;0,11836
2024-08-16T23:30:00+02:00;50,3825;0,11836
2024-08-16T23:45:00+02:00;51,8825;0,11836
2024-08-17T00:00:00+02:00;52,3825;0,11224
2024-08-17T00:15:00+02:00;57,2825;0,11224
2024-08-17T00:30:00+02:00;56,1325;0,11224
2024-08-17T00:45:00+02:00;57,5825;0,11224
2024-08-17T01:00:00+02:00;54,4825;0,10714
2024-08-17T01:15:00+02:00;56,5325;0,10714
2024-08-17T01:30:00+02:00;55,4825;0,10714
2024-08-17T01:45:00+02:00;56,4325;0,10714
2024-08-17T02:00:00+02:00;54,8825;0,10124
2024-08-17T02:15:00+02:00;57,5075;0,10124
2024-08-17T02:30:00+02:00;54,2075;0,10124
2024-08-17T02:45:00+02:00;55,7575;0,10124
2024-08-17T03:00:00+02:00;49,6575;0,10116
2024-08-17T03:15:00+02:00;52,5325;0,10116
2024-08-17T03:30:00+02:00;49,6075;0,10116
2024-08-17T03:45:00+02:00;52,6075;0,10116
2024-08-17T04:00:00+02:00;50,9325;0,1058
2024-08-17T04:15:00+02:00;52,1575;0,1058
2024-08-17T04:30:00+02:00;48,8325;0,1058
2024-08-17T04:45:00+02:00;52,7825;0,1058
2024-08-17T05:00:00+02:00;50,1825;0,10502
2024-08-17T05:15:00+02:00;48,7575;0,10502
2024-08-17T05:30:00+02:00;50,5575;0,10502
2024-08-17T05:45:00+02:00;51,5325;0,10502
2024-08-17T06:00:00+02:00;47,585;0,10182
2024-08-17T06:15:00+02:00;49,4775;0,10182
2024-08-17T06:30:00+02:00;40,65;0,10182
2024-08-17T06:45:00+02:00;32,875;0,10182
2024-08-17T07:00:00+02:00;18,975;0,09915
2024-08-17T07:15:00+02:00;10,75;0,09915
2024-08-17T07:30:00+02:00;2,2;0,09915
2024-08-17T07:45:00+02:00;0;0,09915
2024-08-17T08:00:00+02:00;0;0,10029
2024-08-17T08:15:00+02:00;0;0,10029
2024-08-17T08:30:00+02:00;0;0,10029
2024-08-17T08:45:00+02:00;0;0,10029
2024-08-17T09:00:00+02:00;0;0,08199
2024-08-17T09:15:00+02:00;0;0,08199
2024-08-17T09:30:00+02:00;0;0,08199
2024-08-17T09:45:00+02:00;0;0,08199
2024-08-17T10:00:00+02:00;0;0,06941
2024-08-17T10:15:00+02:00;0;0,06941
2024-08-17T10:30:00+02:00;0;0,06941
2024-08-17T10:45:00+02:00;0;0,06941
2024-08-17T11:00:00+02:00;0;0,05868
2024-08-17T11:15:00+02:00;0;0,05868
2024-08-17T11:30:00+02:00;0;0,05868
2024-08-17T11:45:00+02:00;0;0,05868
2024-08-17T12:00:00+02:00;0;0,04818
2024-08-17T12:15:00+02:00;0;0,04818
2024-08-17T12:30:00+02:00;0;0,04818
2024-08-17T12:45:00+02:00;0;0,04818
2024-08-17T13:00:00+02:00;0;0,0464
2024-08-17T13:15:00+02:00;0;0,0464
2024-08-17T13:30:00+02:00;0,35;0,0464
2024-08-17T13:45:00+02:00;28,275;0,0464
2024-08-17T14:00:00+02:00;28,925;0,0596
2024-08-17T14:15:00+02:00;16,15;0,0596
2024-08-17T14:30:00+02:00;19,4;0,0596
2024-08-17T14:45:00+02:00;13,05;0,0596
2024-08-17T15:00:00+02:00;0,325;0,06334
2024-08-17T15:15:00+02:00;0;0,06334
2024-08-17T15:30:00+02:00;0;0,06334
2024-08-17T15:45:00+02:00;0;0,06334
2024-08-17T16:00:00+02:00;0;0,082
2024-08-17T16:15:00+02:00;0;0,082
2024-08-17T16:30:00+02:00;0;0,082
2024-08-17T16:45:00+02:00;0;0,082
2024-08-17T17:00:00+02:00;0;0,12213
2024-08-17T17:15:00+02:00;0;0,12213
2024-08-17T17:30:00+02:00;0;0,12213
